name,nationality,fastestLapTime
Renault,French,01:38.2
"Toro Rosso",Italian,01:38.2
Ferrari,Italian,01:38.2
"Lotus F1",British,01:38.2
Williams,British,01:38.2
Williams,British,01:38.2
McLaren,British,01:38.2
MF1,Russian,01:38.2
Williams,British,01:38.2
Williams,British,01:38.2
"Lotus F1",British,01:38.2
Sauber,Swiss,01:38.2
"Super Aguri",Japanese,01:38.2
Sauber,Swiss,01:38.2
Mercedes,German,01:38.2
"Force India",Indian,01:38.2
HRT,Spanish,01:38.3
"Super Aguri",Japanese,01:38.3
Ferrari,Italian,01:38.3
"Toro Rosso",Italian,01:38.3
Williams,British,01:38.3
McLaren,British,01:38.3
"Force India",Indian,01:38.3
"Lotus F1",British,01:38.3
McLaren,British,01:38.3
Caterham,Malaysian,01:38.3
"Force India",Indian,01:38.3
Caterham,Malaysian,01:38.3
"Force India",Indian,01:38.3
HRT,Spanish,01:38.3
"Force India",Indian,01:38.3
"Force India",Indian,01:38.3
"Toro Rosso",Italian,01:38.4
Caterham,Malaysian,01:38.4
"Force India",Indian,01:38.4
"Toro Rosso",Italian,01:38.4
Renault,French,01:38.4
"Red Bull",Austrian,01:38.4
Marussia,Russian,01:38.4
"Manor Marussia",British,01:38.4
"Toro Rosso",Italian,01:38.4
"Force India",Indian,01:38.4
"Red Bull",Austrian,01:38.4
"Toro Rosso",Italian,01:38.4
Sauber,Swiss,01:38.4
Mercedes,German,01:38.4
"Red Bull",Austrian,01:38.4
Renault,French,01:38.4
Ferrari,Italian,01:38.5
McLaren,British,01:38.5
Sauber,Swiss,01:38.5
Caterham,Malaysian,01:38.5
"Force India",Indian,01:38.5
"Super Aguri",Japanese,01:38.5
"Super Aguri",Japanese,01:38.5
Lotus,Malaysian,01:38.5
Sauber,Swiss,01:38.5
"Red Bull",Austrian,01:38.5
"Red Bull",Austrian,01:38.5
"Red Bull",Austrian,01:38.6
Ferrari,Italian,01:38.6
Williams,British,01:38.6
"Force India",Indian,01:38.6
"Force India",Indian,01:38.6
Mercedes,German,01:38.6
Ferrari,Italian,01:38.6
Honda,Japanese,01:38.6
Sauber,Swiss,01:38.6
"Force India",Indian,01:38.7
"Force India",Indian,01:38.7
"Red Bull",Austrian,01:38.7
Ferrari,Italian,01:38.7
McLaren,British,01:38.7
Sauber,Swiss,01:38.7
"Haas F1 Team",American,01:38.7
Caterham,Malaysian,01:38.7
McLaren,British,01:38.7
"Force India",Indian,01:38.7
"Force India",Indian,01:38.7
Toyota,Japanese,01:38.7
"Toro Rosso",Italian,01:38.7
"Red Bull",Austrian,01:38.7
Marussia,Russian,01:38.7
"Toro Rosso",Italian,01:38.7
Honda,Japanese,01:38.7
HRT,Spanish,01:38.8
"Force India",Indian,01:38.8
McLaren,British,01:38.8
Marussia,Russian,01:38.8
Marussia,Russian,01:38.8
Ferrari,Italian,01:38.8
Sauber,Swiss,01:38.8
Mercedes,German,01:38.8
Ferrari,Italian,01:38.8
"Toro Rosso",Italian,01:38.9
McLaren,British,01:38.9
Brawn,British,01:38.9
Ferrari,Italian,01:38.9
Honda,Japanese,01:38.9
"Red Bull",Austrian,01:38.9
Renault,French,01:38.9
McLaren,British,01:38.9
"BMW Sauber",German,01:38.9
"Toro Rosso",Italian,01:38.9
Williams,British,01:38.9
"Lotus F1",British,01:38.9
"Toro Rosso",Italian,01:38.9
"Red Bull",Austrian,01:38.9
Williams,British,01:39.0
Brawn,British,01:39.0
Renault,French,01:39.0
Sauber,Swiss,01:39.0
McLaren,British,01:39.0
Williams,British,01:39.0
Mercedes,German,01:39.0
Lotus,Malaysian,01:39.1
McLaren,British,01:39.1
Williams,British,01:39.1
Williams,British,01:39.1
"BMW Sauber",German,01:39.1
McLaren,British,01:39.1
McLaren,British,01:39.1
"Red Bull",Austrian,01:39.1
"Toro Rosso",Italian,01:39.1
McLaren,British,01:39.1
Williams,British,01:39.1
Mercedes,German,01:39.1
"Toro Rosso",Italian,01:39.2
Marussia,Russian,01:39.2
McLaren,British,01:39.2
Williams,British,01:39.2
Toyota,Japanese,01:39.2
Williams,British,01:39.2
McLaren,British,01:39.2
Ferrari,Italian,01:39.2
"Toro Rosso",Italian,01:39.2
"BMW Sauber",German,01:39.2
Honda,Japanese,01:39.2
"Lotus F1",British,01:39.2
"Toro Rosso",Italian,01:39.3
Caterham,Malaysian,01:39.3
Williams,British,01:39.3
McLaren,British,01:39.3
Marussia,Russian,01:39.3
Williams,British,01:39.3
"Red Bull",Austrian,01:39.3
Renault,French,01:39.3
Lotus,Malaysian,01:39.3
"Red Bull",Austrian,01:39.3
"BMW Sauber",German,01:39.3
Sauber,Swiss,01:39.3
"Toro Rosso",Italian,01:39.3
Renault,French,01:39.3
Ferrari,Italian,01:39.3
"Force India",Indian,01:39.3
"Haas F1 Team",American,01:39.3
"BMW Sauber",German,01:39.3
"Red Bull",Austrian,01:39.3
"Force India",Indian,01:39.3
Renault,French,01:39.3
Minardi,Italian,01:39.4
Williams,British,01:39.4
Ferrari,Italian,01:39.4
"BMW Sauber",German,01:39.4
"Lotus F1",British,01:39.4
"Force India",Indian,01:39.4
McLaren,British,01:39.4
HRT,Spanish,01:39.4
Minardi,Italian,01:39.4
Renault,French,01:39.4
Ferrari,Italian,01:39.4
Ferrari,Italian,01:39.4
Toyota,Japanese,01:39.4
Renault,French,01:39.4
"Red Bull",Austrian,01:39.4
Ferrari,Italian,01:39.4
Williams,British,01:39.4
Renault,French,01:39.5
McLaren,British,01:39.5
"Toro Rosso",Italian,01:39.5
Toyota,Japanese,01:39.5
"BMW Sauber",German,01:39.5
"Force India",Indian,01:39.5
Sauber,Swiss,01:39.5
Renault,French,01:39.5
Caterham,Malaysian,01:39.5
Renault,French,01:39.5
Renault,French,01:39.5
"Red Bull",Austrian,01:39.5
"Lotus F1",British,01:39.5
MF1,Russian,01:39.5
"Toro Rosso",Italian,01:39.5
Ferrari,Italian,01:39.5
Jordan,Irish,01:39.5
Williams,British,01:39.5
"Toro Rosso",Italian,01:39.6
McLaren,British,01:39.6
"Toro Rosso",Italian,01:39.6
Williams,British,01:39.6
"Red Bull",Austrian,01:39.6
McLaren,British,01:39.6
Lotus,Malaysian,01:39.6
"Toro Rosso",Italian,01:39.6
"Haas F1 Team",American,01:39.6
HRT,Spanish,01:39.6
"Force India",Indian,01:39.6
"Red Bull",Austrian,01:39.6
"Super Aguri",Japanese,01:39.6
Ferrari,Italian,01:39.7
Sauber,Swiss,01:39.7
Williams,British,01:39.7
"BMW Sauber",German,01:39.7
Williams,British,01:39.7
Toyota,Japanese,01:39.7
"Force India",Indian,01:39.7
"Toro Rosso",Italian,01:39.7
Williams,British,01:39.7
Honda,Japanese,01:39.7
"Toro Rosso",Italian,01:39.7
Williams,British,01:39.7
Sauber,Swiss,01:39.7
HRT,Spanish,01:39.7
Lotus,Malaysian,01:39.7
"Lotus F1",British,01:39.7
McLaren,British,01:39.7
Ferrari,Italian,01:39.7
"Manor Marussia",British,01:39.7
Williams,British,01:39.7
Toyota,Japanese,01:39.8
Virgin,British,01:39.8
"Toro Rosso",Italian,01:39.8
Ferrari,Italian,01:39.8
Sauber,Swiss,01:39.8
"Force India",Indian,01:39.8
Virgin,British,01:39.8
"Force India",Indian,01:39.8
Williams,British,01:39.8
McLaren,British,01:39.8
Sauber,Swiss,01:39.8
Sauber,Swiss,01:39.8
Williams,British,01:39.8
Jordan,Irish,01:39.8
Virgin,British,01:39.8
Renault,French,01:39.8
Marussia,Russian,01:39.8
"Red Bull",Austrian,01:39.8
HRT,Spanish,01:39.8
Toyota,Japanese,01:39.9
Ferrari,Italian,01:39.9
Williams,British,01:39.9
"Haas F1 Team",American,01:39.9
Williams,British,01:39.9
"Toro Rosso",Italian,01:39.9
"Red Bull",Austrian,01:39.9
Williams,British,01:39.9
Minardi,Italian,01:39.9
Toyota,Japanese,01:39.9
Ferrari,Italian,01:39.9
"Red Bull",Austrian,01:39.9
Mercedes,German,01:39.9
"Toro Rosso",Italian,01:40.0
"Lotus F1",British,01:40.0
"Red Bull",Austrian,01:40.0
Sauber,Swiss,01:40.0
Mercedes,German,01:40.0
Virgin,British,01:40.0
Marussia,Russian,01:40.0
Sauber,Swiss,01:40.0
"Toro Rosso",Italian,01:40.0
Williams,British,01:40.1
"Red Bull",Austrian,01:40.1
"Super Aguri",Japanese,01:40.1
McLaren,British,01:40.1
Renault,French,01:40.1
Sauber,Swiss,01:40.1
"Toro Rosso",Italian,01:40.1
McLaren,British,01:40.1
Ferrari,Italian,01:40.1
"Force India",Indian,01:40.1
"Toro Rosso",Italian,01:40.1
"Toro Rosso",Italian,01:40.1
Ferrari,Italian,01:40.1
"Force India",Indian,01:40.1
Minardi,Italian,01:40.1
Ferrari,Italian,01:40.2
"Super Aguri",Japanese,01:40.2
"Toro Rosso",Italian,01:40.2
"BMW Sauber",German,01:40.2
"Toro Rosso",Italian,01:40.2
"Toro Rosso",Italian,01:40.2
McLaren,British,01:40.2
HRT,Spanish,01:40.2
HRT,Spanish,01:40.3
Marussia,Russian,01:40.3
"Lotus F1",British,01:40.3
Ferrari,Italian,01:40.3
Ferrari,Italian,01:40.3
"Red Bull",Austrian,01:40.3
"Toro Rosso",Italian,01:40.3
"Force India",Indian,01:40.3
"Red Bull",Austrian,01:40.3
"Red Bull",Austrian,01:40.3
"Force India",Indian,01:40.3
Williams,British,01:40.3
McLaren,British,01:40.3
Mercedes,German,01:40.3
McLaren,British,01:40.3
Sauber,Swiss,01:40.3
"Toro Rosso",Italian,01:40.3
McLaren,British,01:40.3
Mercedes,German,01:40.4
"Lotus F1",British,01:40.4
Mercedes,German,01:40.4
McLaren,British,01:40.4
"Toro Rosso",Italian,01:40.4
Jordan,Irish,01:40.4
"Force India",Indian,01:40.4
"Red Bull",Austrian,01:40.4
Mercedes,German,01:40.4
Brawn,British,01:40.4
Marussia,Russian,01:40.4
Lotus,Malaysian,01:40.4
Sauber,Swiss,01:40.4
"Haas F1 Team",American,01:40.4
McLaren,British,01:40.4
Sauber,Swiss,01:40.5
"Red Bull",Austrian,01:40.5
Williams,British,01:40.5
HRT,Spanish,01:40.5
Marussia,Russian,01:40.5
Williams,British,01:40.5
HRT,Spanish,01:40.5
Ferrari,Italian,01:40.5
Honda,Japanese,01:40.5
"Toro Rosso",Italian,01:40.5
"Toro Rosso",Italian,01:40.5
"Red Bull",Austrian,01:40.5
McLaren,British,01:40.5
Ferrari,Italian,01:40.5
Williams,British,01:40.5
McLaren,British,01:40.5
"Force India",Indian,01:40.5
Renault,French,01:40.5
Virgin,British,01:40.6
Virgin,British,01:40.6
"Lotus F1",British,01:40.6
Ferrari,Italian,01:40.6
Brawn,British,01:40.6
"Red Bull",Austrian,01:40.6
Honda,Japanese,01:40.6
Sauber,Swiss,01:40.6
McLaren,British,01:40.6
Sauber,Swiss,01:40.6
Ferrari,Italian,01:40.6
Ferrari,Italian,01:40.6
"Force India",Indian,01:40.6
Mercedes,German,01:40.6
"Red Bull",Austrian,01:40.6
"Red Bull",Austrian,01:40.6
"Lotus F1",British,01:40.6
"Red Bull",Austrian,01:40.6
Sauber,Swiss,01:40.7
HRT,Spanish,01:40.7
"Lotus F1",British,01:40.7
Sauber,Swiss,01:40.7
Williams,British,01:40.7
Williams,British,01:40.7
"Red Bull",Austrian,01:40.7
Mercedes,German,01:40.7
"BMW Sauber",German,01:40.7
Renault,French,01:40.7
Toyota,Japanese,01:40.7
Mercedes,German,01:40.7
McLaren,British,01:40.7
"Toro Rosso",Italian,01:40.7
Mercedes,German,01:40.7
Sauber,Swiss,01:40.7
Ferrari,Italian,01:40.7
"Force India",Indian,01:40.7
Sauber,Swiss,01:40.7
Mercedes,German,01:40.7
Ferrari,Italian,01:40.8
Spyker,Dutch,01:40.8
Ferrari,Italian,01:40.8
Renault,French,01:40.8
Mercedes,German,01:40.8
Williams,British,01:40.8
Mercedes,German,01:40.8
Honda,Japanese,01:40.8
"Toro Rosso",Italian,01:40.8
Williams,British,01:40.8
Toyota,Japanese,01:40.8
"Force India",Indian,01:40.9
Sauber,Swiss,01:40.9
Sauber,Swiss,01:40.9
"BMW Sauber",German,01:40.9
Williams,British,01:40.9
"Toro Rosso",Italian,01:40.9
Mercedes,German,01:40.9
"BMW Sauber",German,01:40.9
"Toro Rosso",Italian,01:40.9
HRT,Spanish,01:40.9
Williams,British,01:40.9
"Super Aguri",Japanese,01:40.9
"Force India",Indian,01:40.9
Sauber,Swiss,01:41.0
"Toro Rosso",Italian,01:41.0
Mercedes,German,01:41.0
Mercedes,German,01:41.0
"Toro Rosso",Italian,01:41.0
"Lotus F1",British,01:41.0
"Force India",Indian,01:41.0
Sauber,Swiss,01:41.0
"Red Bull",Austrian,01:41.0
"Red Bull",Austrian,01:41.0
Williams,British,01:41.0
"Force India",Indian,01:41.0
Sauber,Swiss,01:41.0
"Red Bull",Austrian,01:41.0
Williams,British,01:41.0
Mercedes,German,01:41.1
Caterham,Malaysian,01:41.1
Williams,British,01:41.1
"Force India",Indian,01:41.1
Sauber,Swiss,01:41.1
Ferrari,Italian,01:41.1
"Lotus F1",British,01:41.1
Renault,French,01:41.1
Ferrari,Italian,01:41.2
"Force India",Indian,01:41.2
Caterham,Malaysian,01:41.2
Williams,British,01:41.2
"Red Bull",Austrian,01:41.2
"Lotus F1",British,01:41.2
Ferrari,Italian,01:41.2
"Toro Rosso",Italian,01:41.2
Ferrari,Italian,01:41.2
Mercedes,German,01:41.2
Caterham,Malaysian,01:41.2
Mercedes,German,01:41.2
Ferrari,Italian,01:41.2
Ferrari,Italian,01:41.3
"Toro Rosso",Italian,01:41.3
"Toro Rosso",Italian,01:41.3
McLaren,British,01:41.3
Williams,British,01:41.3
"Force India",Indian,01:41.3
McLaren,British,01:41.3
McLaren,British,01:41.3
McLaren,British,01:41.3
"Red Bull",Austrian,01:41.3
McLaren,British,01:41.3
"Haas F1 Team",American,01:41.3
Sauber,Swiss,01:41.4
Williams,British,01:41.4
HRT,Spanish,01:41.4
Williams,British,01:41.4
Mercedes,German,01:41.4
"Red Bull",Austrian,01:41.4
"Red Bull",Austrian,01:41.4
"Red Bull",Austrian,01:41.4
HRT,Spanish,01:41.4
Sauber,Swiss,01:41.4
"Manor Marussia",British,01:41.4
BAR,British,01:41.5
"Toro Rosso",Italian,01:41.5
Marussia,Russian,01:41.5
"Manor Marussia",British,01:41.5
"Force India",Indian,01:41.5
"Manor Marussia",British,01:41.5
McLaren,British,01:41.5
"Lotus F1",British,01:41.5
"Manor Marussia",British,01:41.5
Renault,French,01:41.5
Caterham,Malaysian,01:41.5
McLaren,British,01:41.5
"Red Bull",Austrian,01:41.5
Ferrari,Italian,01:41.5
Spyker,Dutch,01:41.5
McLaren,British,01:41.5
"Red Bull",Austrian,01:41.5
"Spyker MF1",Dutch,01:41.5
Marussia,Russian,01:41.5
"Red Bull",Austrian,01:41.5
"Manor Marussia",British,01:41.5
McLaren,British,01:41.5
Mercedes,German,01:41.5
Williams,British,01:41.6
Mercedes,German,01:41.6
McLaren,British,01:41.6
"Toro Rosso",Italian,01:41.7
Ferrari,Italian,01:41.7
Virgin,British,01:41.7
"Toro Rosso",Italian,01:41.7
"Toro Rosso",Italian,01:41.7
"Red Bull",Austrian,01:41.7
McLaren,British,01:41.7
Mercedes,German,01:41.7
Williams,British,01:41.8
"Force India",Indian,01:41.8
"Lotus F1",British,01:41.8
Sauber,Swiss,01:41.8
Lotus,Malaysian,01:41.8
Mercedes,German,01:41.8
Virgin,British,01:41.8
"Force India",Indian,01:41.8
Mercedes,German,01:41.8
"Lotus F1",British,01:41.8
Ferrari,Italian,01:41.8
"Super Aguri",Japanese,01:41.8
"Force India",Indian,01:41.8
Mercedes,German,01:41.8
Marussia,Russian,01:41.8
McLaren,British,01:41.8
"Toro Rosso",Italian,01:41.8
Renault,French,01:41.8
"Haas F1 Team",American,01:41.8
Renault,French,01:41.8
"Manor Marussia",British,01:41.8
"Manor Marussia",British,01:41.9
"Red Bull",Austrian,01:41.9
Mercedes,German,01:41.9
"Lotus F1",British,01:41.9
"Red Bull",Austrian,01:41.9
Mercedes,German,01:41.9
Mercedes,German,01:41.9
"Toro Rosso",Italian,01:41.9
Mercedes,German,01:41.9
"Force India",Indian,01:41.9
"Manor Marussia",British,01:41.9
Ferrari,Italian,01:42.0
"Toro Rosso",Italian,01:42.0
"Haas F1 Team",American,01:42.0
McLaren,British,01:42.0
"Red Bull",Austrian,01:42.0
Caterham,Malaysian,01:42.0
"Lotus F1",British,01:42.0
"Toro Rosso",Italian,01:42.0
"Force India",Indian,01:42.0
"Manor Marussia",British,01:42.0
Marussia,Russian,01:42.0
"Red Bull",Austrian,01:42.0
"Manor Marussia",British,01:42.0
"Red Bull",Austrian,01:42.0
McLaren,British,01:42.1
Sauber,Swiss,01:42.1
McLaren,British,01:42.1
Ferrari,Italian,01:42.1
"Red Bull",Austrian,01:42.1
Mercedes,German,01:42.1
"Toro Rosso",Italian,01:42.1
"Haas F1 Team",American,01:42.1
"Toro Rosso",Italian,01:42.1
"Force India",Indian,01:42.1
Sauber,Swiss,01:42.1
Sauber,Swiss,01:42.1
Mercedes,German,01:42.1
Ferrari,Italian,01:42.1
"Toro Rosso",Italian,01:42.2
Mercedes,German,01:42.2
Ferrari,Italian,01:42.2
Mercedes,German,01:42.2
Marussia,Russian,01:42.2
"Red Bull",Austrian,01:42.2
Williams,British,01:42.2
"Force India",Indian,01:42.2
"Force India",Indian,01:42.2
Ferrari,Italian,01:42.2
"Red Bull",Austrian,01:42.2
Ferrari,Italian,01:42.2
Renault,French,01:42.2
McLaren,British,01:42.2
Virgin,British,01:42.3
"Red Bull",Austrian,01:42.3
Sauber,Swiss,01:42.3
"Toro Rosso",Italian,01:42.3
McLaren,British,01:42.3
Ferrari,Italian,01:42.3
Renault,French,01:42.3
Sauber,Swiss,01:42.3
Ferrari,Italian,01:42.3
Renault,French,01:42.3
"Red Bull",Austrian,01:42.3
"Manor Marussia",British,01:42.3
Renault,French,01:42.3
Williams,British,01:42.3
Ferrari,Italian,01:42.3
"Haas F1 Team",American,01:42.4
Renault,French,01:42.4
HRT,Spanish,01:42.4
"Red Bull",Austrian,01:42.4
Virgin,British,01:42.4
Caterham,Malaysian,01:42.4
Caterham,Malaysian,01:42.4
Williams,British,01:42.4
Williams,British,01:42.4
Marussia,Russian,01:42.4
"Haas F1 Team",American,01:42.4
"Red Bull",Austrian,01:42.4
Ferrari,Italian,01:42.4
Williams,British,01:42.4
Sauber,Swiss,01:42.4
Mercedes,German,01:42.4
Mercedes,German,01:42.5
Marussia,Russian,01:42.5
Mercedes,German,01:42.5
"Toro Rosso",Italian,01:42.5
"Red Bull",Austrian,01:42.5
Mercedes,German,01:42.5
Lotus,Malaysian,01:42.5
Renault,French,01:42.5
Sauber,Swiss,01:42.5
Minardi,Italian,01:42.5
Williams,British,01:42.5
"Red Bull",Austrian,01:42.5
"Toro Rosso",Italian,01:42.5
"Red Bull",Austrian,01:42.6
"Force India",Indian,01:42.6
Marussia,Russian,01:42.6
McLaren,British,01:42.6
"Force India",Indian,01:42.6
"Red Bull",Austrian,01:42.6
"Toro Rosso",Italian,01:42.6
"Red Bull",Austrian,01:42.6
"Red Bull",Austrian,01:42.6
Sauber,Swiss,01:42.6
Mercedes,German,01:42.6
Sauber,Swiss,01:42.6
"Toro Rosso",Italian,01:42.6
"Force India",Indian,01:42.6
"Force India",Indian,01:42.6
"Force India",Indian,01:42.7
"Toro Rosso",Italian,01:42.7
Williams,British,01:42.7
McLaren,British,01:42.7
Sauber,Swiss,01:42.7
Sauber,Swiss,01:42.7
Ferrari,Italian,01:42.7
Ferrari,Italian,01:42.7
"Red Bull",Austrian,01:42.7
Ferrari,Italian,01:42.7
"Toro Rosso",Italian,01:42.7
"Force India",Indian,01:42.7
Williams,British,01:42.7
"Toro Rosso",Italian,01:42.7
Marussia,Russian,01:42.7
McLaren,British,01:42.7
"Force India",Indian,01:42.7
Lotus,Malaysian,01:42.7
"Toro Rosso",Italian,01:42.7
Renault,French,01:42.7
Williams,British,01:42.7
"Toro Rosso",Italian,01:42.7
Sauber,Swiss,01:42.7
Williams,British,01:42.7
Spyker,Dutch,01:42.8
"Lotus F1",British,01:42.8
"Toro Rosso",Italian,01:42.8
"Super Aguri",Japanese,01:42.8
"Lotus F1",British,01:42.8
"Force India",Indian,01:42.8
"Red Bull",Austrian,01:42.8
"Lotus F1",British,01:42.8
Caterham,Malaysian,01:42.8
"Red Bull",Austrian,01:42.8
Williams,British,01:42.9
McLaren,British,01:42.9
McLaren,British,01:42.9
"Toro Rosso",Italian,01:42.9
Caterham,Malaysian,01:42.9
"Force India",Indian,01:42.9
Ferrari,Italian,01:42.9
Marussia,Russian,01:42.9
Ferrari,Italian,01:42.9
HRT,Spanish,01:42.9
"Force India",Indian,01:42.9
"Toro Rosso",Italian,01:42.9
McLaren,British,01:43.0
Ferrari,Italian,01:43.0
Lotus,Malaysian,01:43.0
Ferrari,Italian,01:43.0
Williams,British,01:43.0
"Force India",Indian,01:43.0
Ferrari,Italian,01:43.0
Sauber,Swiss,01:43.0
McLaren,British,01:43.0
"Force India",Indian,01:43.0
"Red Bull",Austrian,01:43.0
Williams,British,01:43.0
Mercedes,German,01:43.1
Mercedes,German,01:43.1
"Toro Rosso",Italian,01:43.1
"Lotus F1",British,01:43.1
"Lotus F1",British,01:43.1
McLaren,British,01:43.1
"Force India",Indian,01:43.1
Mercedes,German,01:43.1
Williams,British,01:43.1
McLaren,British,01:43.1
McLaren,British,01:43.1
Renault,French,01:43.1
Mercedes,German,01:43.1
McLaren,British,01:43.1
Williams,British,01:43.1
"Toro Rosso",Italian,01:43.1
Caterham,Malaysian,01:43.1
Williams,British,01:43.1
Caterham,Malaysian,01:43.2
Mercedes,German,01:43.2
Mercedes,German,01:43.2
McLaren,British,01:43.2
Renault,French,01:43.2
Marussia,Russian,01:43.2
"Red Bull",Austrian,01:43.2
"Toro Rosso",Italian,01:43.2
Virgin,British,01:43.2
"Force India",Indian,01:43.2
Caterham,Malaysian,01:43.3
"Toro Rosso",Italian,01:43.3
"Toro Rosso",Italian,01:43.3
Marussia,Russian,01:43.3
Sauber,Swiss,01:43.3
"Toro Rosso",Italian,01:43.3
Sauber,Swiss,01:43.3
Sauber,Swiss,01:43.3
Ferrari,Italian,01:43.4
McLaren,British,01:43.4
Ferrari,Italian,01:43.4
Williams,British,01:43.4
Williams,British,01:43.4
Mercedes,German,01:43.4
Marussia,Russian,01:43.4
"Red Bull",Austrian,01:43.4
Renault,French,01:43.4
McLaren,British,01:43.4
Renault,French,01:43.4
McLaren,British,01:43.5
Sauber,Swiss,01:43.5
Caterham,Malaysian,01:43.5
McLaren,British,01:43.5
Mercedes,German,01:43.5
"Force India",Indian,01:43.5
Sauber,Swiss,01:43.5
Sauber,Swiss,01:43.5
Williams,British,01:43.5
"Force India",Indian,01:43.5
"Force India",Indian,01:43.5
"Manor Marussia",British,01:43.6
Minardi,Italian,01:43.6
Mercedes,German,01:43.6
"Toro Rosso",Italian,01:43.6
Renault,French,01:43.6
"Red Bull",Austrian,01:43.6
HRT,Spanish,01:43.6
Ferrari,Italian,01:43.6
Caterham,Malaysian,01:43.6
Sauber,Swiss,01:43.6
Ferrari,Italian,01:43.7
"Lotus F1",British,01:43.7
"Lotus F1",British,01:43.7
Sauber,Swiss,01:43.7
"Red Bull",Austrian,01:43.7
Lotus,Malaysian,01:43.7
"Toro Rosso",Italian,01:43.7
Ferrari,Italian,01:43.7
McLaren,British,01:43.7
Renault,French,01:43.7
"Toro Rosso",Italian,01:43.7
Caterham,Malaysian,01:43.8
Marussia,Russian,01:43.8
"Super Aguri",Japanese,01:43.8
Lotus,Malaysian,01:43.8
"Lotus F1",British,01:43.8
HRT,Spanish,01:43.8
"Lotus F1",British,01:43.8
Renault,French,01:43.8
Sauber,Swiss,01:43.8
"Toro Rosso",Italian,01:43.8
"Toro Rosso",Italian,01:43.8
"Haas F1 Team",American,01:43.9
"Toro Rosso",Italian,01:43.9
Sauber,Swiss,01:43.9
"Red Bull",Austrian,01:43.9
"Force India",Indian,01:43.9
Renault,French,01:43.9
Sauber,Swiss,01:43.9
Ferrari,Italian,01:43.9
"Toro Rosso",Italian,01:43.9
Mercedes,German,01:43.9
Williams,British,01:43.9
Caterham,Malaysian,01:43.9
"Force India",Indian,01:43.9
"Red Bull",Austrian,01:43.9
Sauber,Swiss,01:43.9
HRT,Spanish,01:43.9
Caterham,Malaysian,01:44.0
Williams,British,01:44.0
"Red Bull",Austrian,01:44.0
McLaren,British,01:44.0
Mercedes,German,01:44.0
Mercedes,German,01:44.0
"Lotus F1",British,01:44.0
Caterham,Malaysian,01:44.0
McLaren,British,01:44.0
Ferrari,Italian,01:44.1
Williams,British,01:44.1
Williams,British,01:44.1
"Toro Rosso",Italian,01:44.1
Sauber,Swiss,01:44.1
Williams,British,01:44.1
Ferrari,Italian,01:44.1
Toyota,Japanese,01:44.1
"Force India",Indian,01:44.1
Sauber,Swiss,01:44.1
McLaren,British,01:44.1
Ferrari,Italian,01:44.1
"Red Bull",Austrian,01:44.1
Williams,British,01:44.1
Mercedes,German,01:44.1
Williams,British,01:44.1
"Toro Rosso",Italian,01:44.1
"Force India",Indian,01:44.1
"Force India",Indian,01:44.1
"Toro Rosso",Italian,01:44.1
"Toro Rosso",Italian,01:44.2
Sauber,Swiss,01:44.2
Ferrari,Italian,01:44.2
Sauber,Swiss,01:44.2
"Force India",Indian,01:44.2
Caterham,Malaysian,01:44.3
Ferrari,Italian,01:44.3
"Red Bull",Austrian,01:44.3
"Lotus F1",British,01:44.3
"Haas F1 Team",American,01:44.3
Mercedes,German,01:44.3
Caterham,Malaysian,01:44.3
McLaren,British,01:44.3
McLaren,British,01:44.3
"Force India",Indian,01:44.3
McLaren,British,01:44.3
Renault,French,01:44.3
"Lotus F1",British,01:44.4
Williams,British,01:44.4
"Lotus F1",British,01:44.4
Ferrari,Italian,01:44.4
"Red Bull",Austrian,01:44.4
"Force India",Indian,01:44.4
Williams,British,01:44.4
Caterham,Malaysian,01:44.4
Sauber,Swiss,01:44.4
McLaren,British,01:44.5
"Red Bull",Austrian,01:44.5
"Red Bull",Austrian,01:44.5
Marussia,Russian,01:44.5
"Lotus F1",British,01:44.5
"Lotus F1",British,01:44.5
"Toro Rosso",Italian,01:44.5
HRT,Spanish,01:44.5
Virgin,British,01:44.5
Mercedes,German,01:44.5
Williams,British,01:44.5
Caterham,Malaysian,01:44.5
McLaren,British,01:44.5
Mercedes,German,01:44.5
McLaren,British,01:44.5
"Toro Rosso",Italian,01:44.6
Ferrari,Italian,01:44.6
Sauber,Swiss,01:44.6
"Red Bull",Austrian,01:44.6
Mercedes,German,01:44.6
Ferrari,Italian,01:44.6
Williams,British,01:44.6
HRT,Spanish,01:44.7
Virgin,British,01:44.7
Renault,French,01:44.7
Williams,British,01:44.7
Renault,French,01:44.7
"Red Bull",Austrian,01:44.7
"Force India",Indian,01:44.7
Sauber,Swiss,01:44.8
Marussia,Russian,01:44.8
Williams,British,01:44.8
"Lotus F1",British,01:44.8
Marussia,Russian,01:44.8
"Toro Rosso",Italian,01:44.8
Toyota,Japanese,01:44.8
McLaren,British,01:44.8
HRT,Spanish,01:44.8
McLaren,British,01:44.8
Williams,British,01:44.8
"Force India",Indian,01:44.8
Marussia,Russian,01:44.8
"Manor Marussia",British,01:44.9
"Red Bull",Austrian,01:44.9
Williams,British,01:44.9
Mercedes,German,01:44.9
HRT,Spanish,01:44.9
Ferrari,Italian,01:44.9
"Red Bull",Austrian,01:44.9
Caterham,Malaysian,01:45.0
"Manor Marussia",British,01:45.0
Marussia,Russian,01:45.0
McLaren,British,01:45.0
Williams,British,01:45.0
Caterham,Malaysian,01:45.0
